stocks ret,ret_c
0.07445919051619332,-0.12030075187969935
0.11365681314607046,-0.675
0.35240800878958134,13.418604651162791
-0.17885867357821805,-0.991304347826087
0.14395677194871426,1.689075630252101
0.08429119308480804,-0.11870503597122295
0.06735747995435548,-0.06666666666666676
-0.04672055988195112,-0.8109756097560976
-0.08965623519246868,-0.6585365853658536
-0.006057582735403466,-0.5795454545454546
0.0885214400726213,0.29220779220779214
0.02531167337333229,0.18811881188118806
0.0024879869414951017,0.1797752808988764
0.06411273287153185,0.0
-0.022362483807076505,-0.04255319148936154
0.046308303396711326,0.47499999999999987
0.029288700782577726,0.39296187683284445
0.021574637480602066,-0.8141025641025641
0.012924716943917502,-0.1576923076923077
-0.011952124665694064,-0.5660377358490567
0.04222853343596222,-0.016129032258064613
-0.017847483932912467,0.4450867052023122
-0.018727729744470678,-0.3846153846153846
-0.017146742815559834,-0.6937500000000001
0.02342011052089754,0.04529616724738683
0.030507649449712737,0.5803814713896458
-0.01457848964166153,-0.13001912045889108
-0.0034815688770282183,-0.45565749235474007
0.0,0.23543123543123534
-0.028128215443701365,-0.4977578475336323
0.06072821810041007,0.39860139860139876
0.1254078569244934,1.0
-0.07537067017928845,-0.75
0.006393525768052966,0.05882352941176472
-0.29032250837256357,-0.9968152866242038
0.3781986629721099,2.38235294117647
0.140232343987577,-0.38655462184873945
-0.1995690537125473,-0.7912087912087912
-0.04238407076734041,-0.9655172413793104
0.024314582197754397,-0.48863636363636365
0.04705881462058481,-0.9
-0.0772888440646502,-0.6923076923076923
-0.0025325360920690487,-0.21649484536082475
-0.005690238975410766,0.17582417582417587
0.041822998609679196,0.9236453201970445
0.009464778395199769,0.8197879858657244
0.02380303831198516,0.32846715328467146
-0.00023839909889888933,0.12393162393162394
0.04725787901757794,0.0923076923076922
0.10162814050160485,0.20044052863436135
-0.01526723071795233,-0.01953125000000011
-0.1275549279631477,-0.5368731563421829
-0.10494213595808322,-0.9611650485436893
-0.0358824298946846,-0.4814814814814815
-0.07339788756165666,-0.881578947368421
-0.05304204065138618,-0.8888888888888888
0.09165667908150743,-0.4285714285714286
0.015134593531783258,0.0
-0.05798348028041922,0.0
0.03515215359529722,-0.20000000000000007
